severity,type,component,line,rule,message,status,effort
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/file/FileGovernanceRepository.java,373,java:S1192,Use already-defined constant 'PIPELINE_STATUS_FAILED' instead of duplicating its value here.,OPEN,4min
CRITICAL,CODE_SMELL,batch-worker/atomic/src/main/java/io/github/pinpols/batch/worker/atomic/shell/ShellTaskExecutor.java,142,java:S1192,Use already-defined constant 'PARAM_COMMAND' instead of duplicating its value here.,OPEN,8min
CRITICAL,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/preprocess/ImportPreprocessPipeline.java,96,java:S1192,"Define a constant instead of duplicating this literal ""UNTAR"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-worker/dispatch/src/main/java/io/github/pinpols/batch/worker/dispatchs/stage/RetryDispatchStep.java,103,java:S1192,"Define a constant instead of duplicating this literal ""error.dispatch.retry.failed"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/notification/web/response/ConsoleNotificationTestResultResponse.java,29,java:S3252,"Use static access with ""io.github.pinpols.batch.console.support.web.ConsoleResponseFieldReader"" for ""stringValue"".",OPEN,5min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/task/InstanceManagementApplicationService.java,58,java:S1192,"Define a constant instead of duplicating this literal ""status"" 5 times.",OPEN,12min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/file/FileGovernanceRepository.java,377,java:S1192,Use already-defined constant 'PIPELINE_STATUS_RUNNING' instead of duplicating its value here.,OPEN,4min
CRITICAL,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/format/ExcelFormatParser.java,200,java:S3776,Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.,OPEN,8min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/notification/web/response/ConsoleNotificationDeliveryLogResponse.java,42,java:S3252,"Use static access with ""io.github.pinpols.batch.console.support.web.ConsoleResponseFieldReader"" for ""stringValue"".",OPEN,5min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/job/web/response/ConsoleDryRunResultResponse.java,24,java:S3252,"Use static access with ""io.github.pinpols.batch.console.support.web.ConsoleResponseFieldReader"" for ""booleanValue"".",OPEN,5min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/job/web/response/ConsoleHolidayResponse.java,33,java:S3252,"Use static access with ""io.github.pinpols.batch.console.support.web.ConsoleResponseFieldReader"" for ""stringValue"".",OPEN,5min
CRITICAL,VULNERABILITY,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/support/ImportStageSupport.java,,java:S5443,Make sure publicly writable directories are used safely here.,CLOSED,30min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/workflow/WorkflowGraphValidator.java,500,java:S3776,Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,OPEN,6min
CRITICAL,VULNERABILITY,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/support/ImportStageSupport.java,,java:S5443,Make sure publicly writable directories are used safely here.,CLOSED,30min
CRITICAL,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/plugin/GenericJdbcMappedExportDataPlugin.java,70,java:S1192,"Define a constant instead of duplicating this literal "" WHERE "" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/engine/TaskDispatchOutboxService.java,169,java:S1192,"Define a constant instead of duplicating this literal ""partitionCount"" 4 times.",OPEN,10min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/workflow/web/response/ConsolePipelineDefinitionListItemResponse.java,44,java:S3252,"Use static access with ""io.github.pinpols.batch.console.support.web.ConsoleResponseFieldReader"" for ""integerValue"".",OPEN,5min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/job/infrastructure/DefaultConsoleBatchWindowApplicationService.java,70,java:S1192,"Define a constant instead of duplicating this literal ""enabled"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-worker/process/src/test/java/io/github/pinpols/batch/worker/processes/infrastructure/ProcessStepBeanRegistrarTest.java,71,java:S1186,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",OPEN,5min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/excel/ConfigPackageExcelWorkbookWriter.java,1109,java:S1192,"Define a constant instead of duplicating this literal ""EXPONENTIAL"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/archive/OutboxArchiveService.java,79,java:S6809,Call transactional methods via an injected dependency instead of directly via 'this'.,OPEN,5min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/excel/ConfigPackageExcelValidator.java,848,java:S3776,Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.,OPEN,8min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/job/web/response/ConsoleDryRunResultResponse.java,19,java:S3252,"Use static access with ""io.github.pinpols.batch.console.support.web.ConsoleResponseFieldReader"" for ""value"".",OPEN,5min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/ops/infrastructure/DefaultConsoleWorkerApplicationService.java,74,java:S1192,"Define a constant instead of duplicating this literal ""worker-updated"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/excel/ConfigPackageExcelWorkbookWriter.java,1373,java:S1192,"Define a constant instead of duplicating this literal ""WF_SETTLEMENT"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/dispatcher/TaskDispatcher.java,727,java:S1192,Use already-defined constant 'MDC_TASK_ID' instead of duplicating its value here.,OPEN,6min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/application/ops/DefaultConsoleApprovalApplicationService.java,76,java:S1192,"Define a constant instead of duplicating this literal ""REJECTED"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/job/web/response/ConsoleTriggerActionResponse.java,14,java:S3252,"Use static access with ""io.github.pinpols.batch.console.support.web.ConsoleResponseFieldReader"" for ""stringValue"".",OPEN,5min
CRITICAL,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/PreprocessStep.java,234,java:S1192,"Define a constant instead of duplicating this literal ""preprocessed"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/governance/DefaultCompensationService.java,286,java:S1192,"Define a constant instead of duplicating this literal ""operatorId"" 4 times.",OPEN,10min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/support/excel/ConsoleExcelStyles.java,427,java:S3776,Refactor this method to reduce its Cognitive Complexity from 24 to the 15 allowed.,OPEN,14min
CRITICAL,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/infrastructure/scheduler/BatchDayOpenSchedulerTest.java,79,java:S1186,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",OPEN,5min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/job/web/response/ConsoleCalendarResponse.java,36,java:S3252,"Use static access with ""io.github.pinpols.batch.console.support.web.ConsoleResponseFieldReader"" for ""stringValue"".",OPEN,5min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/job/web/response/ConsoleCalendarResponse.java,42,java:S3252,"Use static access with ""io.github.pinpols.batch.console.support.web.ConsoleResponseFieldReader"" for ""instantValue"".",OPEN,5min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/quota/RedisQuotaRuntimeStateService.java,246,java:S3776,Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,OPEN,6min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/governance/DefaultCompensationService.java,289,java:S1192,"Define a constant instead of duplicating this literal ""batchNo"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/format/XmlFormatParser.java,31,java:S3776,Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,OPEN,6min
CRITICAL,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/plugin/GenericJdbcMappedExportDataPlugin.java,161,java:S1192,"Define a constant instead of duplicating this literal "" AND "" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-worker/core/src/main/java/io/github/pinpols/batch/worker/core/support/AbstractTaskConsumer.java,301,java:S3776,Refactor this method to reduce its Cognitive Complexity from 19 to the 15 allowed.,OPEN,9min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/job/web/ConsoleJobController.java,59,java:S1452,Remove usage of generic wildcard type.,OPEN,20min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/engine/TaskDispatchOutboxService.java,170,java:S1192,"Define a constant instead of duplicating this literal ""estimatedPartitionCount"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-worker/atomic/src/main/java/io/github/pinpols/batch/worker/atomic/sql/SqlTaskExecutor.java,286,java:S3776,Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,OPEN,6min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/workflow/WorkflowConditionEvaluator.java,220,java:S3776,Refactor this method to reduce its Cognitive Complexity from 21 to the 15 allowed.,OPEN,11min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/job/web/response/ConsoleBatchWindowResponse.java,51,java:S3252,"Use static access with ""io.github.pinpols.batch.console.support.web.ConsoleResponseFieldReader"" for ""instantValue"".",OPEN,5min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/workflow/WorkflowRunManagementApplicationService.java,87,java:S1192,"Define a constant instead of duplicating this literal ""error.common.state_conflict_detail"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/infrastructure/ExportStepExecutionAdapter.java,129,java:S1192,"Define a constant instead of duplicating this literal ""recordCount"" 4 times.",OPEN,10min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/workflow/DefaultWorkflowDagService.java,330,java:S1192,"Define a constant instead of duplicating this literal ""SKIPPED"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/notification/web/response/ConsoleNotificationTestResultResponse.java,33,java:S3252,"Use static access with ""io.github.pinpols.batch.console.support.web.ConsoleResponseFieldReader"" for ""stringValue"".",OPEN,5min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/job/web/response/ConsoleRetryFailedPartitionsResponse.java,23,java:S3252,"Use static access with ""io.github.pinpols.batch.console.support.web.ConsoleResponseFieldReader"" for ""integerValue"".",OPEN,5min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/application/ops/ConsoleClusterDiagnosticService.java,213,java:S1192,"Define a constant instead of duplicating this literal ""instanceStatus"" 4 times.",OPEN,10min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/workflow/infrastructure/excel/WorkflowExcelColumnMetadata.java,120,java:S1192,"Define a constant instead of duplicating this literal ""excel.guide.format.boolean"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-worker/dispatch/src/main/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/channel/RemoteFilesystemDispatchSupport.java,336,java:S1192,"Define a constant instead of duplicating this literal ""oss://"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/PreprocessStep.java,237,java:S1192,"Define a constant instead of duplicating this literal ""charsetSuspect"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-worker/core/src/main/java/io/github/pinpols/batch/worker/core/infrastructure/WorkerTaskLeaseRenewer.java,167,java:S1192,"Define a constant instead of duplicating this literal ""rejected"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/config/DefaultConsoleResourceQueueApplicationService.java,72,java:S1192,"Define a constant instead of duplicating this literal ""resource_tag"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/infrastructure/config/DefaultConsoleTenantConfigInitApplicationServiceTest.java,119,java:S1186,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",OPEN,5min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/workflow/web/response/ConsolePipelineDefinitionListItemResponse.java,46,java:S3252,"Use static access with ""io.github.pinpols.batch.console.support.web.ConsoleResponseFieldReader"" for ""stringValue"".",OPEN,5min
CRITICAL,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/dispatcher/TaskDispatcher.java,343,java:S1192,"Define a constant instead of duplicating this literal ""workerId"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/forensic/ForensicExportService.java,92,java:S6809,Call transactional methods via an injected dependency instead of directly via 'this'.,OPEN,5min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/workflow/infrastructure/excel/WorkflowExcelColumnMetadata.java,97,java:S1192,"Define a constant instead of duplicating this literal ""tenant-a"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/excel/ConfigPackageExcelWorkbookWriter.java,675,java:S1192,"Define a constant instead of duplicating this literal ""EXPORT 用"" 3 times.",OPEN,8min
CRITICAL,CODE_SMELL,batch-worker/core/src/main/java/io/github/pinpols/batch/worker/core/reportoutbox/WorkerReportOutboxRepository.java,155,java:S3776,Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,OPEN,6min
